"Message","Status","Department"
"BANYAK DITEMUKAN KEDHOLIMAN DI PEGAWAI DISPENDUKCAPIL KAB. BREBES, DARI CALO-CALO PEMBUATAN E-KTP, KK / DLL SERTA PUNGLI BIAYA PENGAMBILAN E-KTP DLL, MOHON PAK GUBERNUR MEMBERSIHKAN HAL HAL YG BERKAITAN TERSEBUT, SESUDAHNYA KAMI SAMPAIKAN BANYAK TERIMA KASIH, SALAM PERJUANGAN..!!! MERDEKA ...!!! BY. AN'IM FALAKHUDIN (FULL TIMER IBU RENNY WARA S. PERMANA / KAKAK KANDUNG BPK. PRAMONO ANUNG)","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"Tolong Kepada Pihak terkait untuk di lakukan sidak di samsat tanjung brebes, karena untuk Pembayaran pajak 5 tahunan dengan cek fisik kendaran masih ada pungli sebesar Rp.30.000, di minta dengan alasan UANG GOSOK tanpa adanya bukti pembayaran/struk, Padahal di SKPD sudah jelas ada pembayaran ADM TNKB DAN STNK, saya mohon janganlah masyarakat di buat bodoh. Terimakasih atas tanggapannya","Selesai","BADAN PENGELOLA PENDAPATAN DAERAH"
"Mohon adanya normalisasi di anak sungai kaligangsa wetan.karena sering banjir di perum taman indo. Desa kaligangsa wetan kab.brebes Kondisi elevasi dasar sungai sangat tinggi. Hampir sama dg daratan.","Selesai","DINAS PEKERJAAN UMUM SUMBER DAYA AIR DAN PENATAAN RUANG"
"Mohon di permudah bikin ktp,udah 4 bulan belom jadi,di desa grinting.kec:bulakamba,kab:brebes","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"Petani di daerah brebes,kec;bulakamba,Desa.grinting.kalau mau mengairi sawah masa kudu bayar,kalau gak bayar ga di aliri,kalau di bayar juga ada jam nya.gi mana mau maju petani nya,ini musim padi tolong di lancar kan air nya.","Selesai","DINAS PEKERJAAN UMUM SUMBER DAYA AIR DAN PENATAAN RUANG"
"Lapor pak ganjar, ngapunten infrastruktur disepanjang jalan pantura mohon diperbaiki sebelum pekan mudik nggih pak, dikarenakan selama ini proyek perbaikan justru malah menimbulkan macet di waktu2 yg padat mudik. Mohon maaf krn jika kami masuk brebes maka akan jelas terlihat kualitas jalan antara jabar dan jateng. Setidaknya dikota2 gerbang jateng diperindah pak. Matur nuwun pak gubernur.","Selesai","DINAS PEKERJAAN UMUM BINA MARGA CIPTA KARYA"
"Mohon maaf sebelumnya. Saya Kursin, umur 32 Tahun tinggal di Desa Kaligangsa Wetan Kecamatan Brebes. Saya memiliki adik bernama Mahrifah umur 25 Tahun yang sehari-hari bekerja di kebidanan RSUD Kajen sebagai tenaga BLUD dan menjadi peserta BPJS ketenagakerjaan. Adik saya tinggal dengan Bapak saya di Desa Tegalsuruh RT 01 RW 01 Kecamatan Sragi Kabupaten Pekalongan. Adik saya mengalami kecelakaan saat berangkat dinas tanggal 8 Januari dan meninggal di Rumah Sakit Budi Rahayu Kota Pekalongan tanggal 12 Januari. Menurut pihak RSUD Kajen adik saya sudah dibayarkan iuran BPJS ketenagakerjaan sampai bulan Januari dan saya diminta mengajukan klain Jaminan kecelakaan Kerja (JKK) dan saya pun mengajukan Klain jaminan kecelakaaan kerja tanggal 18 Januari. Kelengkapan berkas pengajuan lengkap tanggal 5 Januari karena menunggu surat keterangan dari BPJS kesehatan (karena adik saya meninggal di RS dan dibiayai oleh BPJS kesehatan dan jasa Raharja). Pada saat mengumpulkan kelengkapan berkas dari pihak BPJS ketenagakerjaan meminta saya untuk menunggu konfirmasi selanjutnya dan semua kekurangan akan dikoordinasikan dengan pihak terkait dan akan dilakukan proses pencairan. Setelah lengkap berkas pengajuan ketika saya tanyakan proses pengajuan JKK saya hanya disuruh menunggu terus tanpa penjelasan yang memadai Ternyata sampai hari ini belum cair juga JKK yang kami tunggu tunggu dan ketika saya tanyakan, ada penjelasan dari pihak BPJS bahwa kesertaan BPJS adik saya sudah non aktif saat mau dicairkan (tanggal 22 April) sehingga menurut pihak BPJS perlu kebijakan dari pimpinan BPJS di Wilayah Jawa Tengah dan Pusat. Untuk itu, meskipun saa tahu ini bukan kewenangan dari Pak Gubernur, tetapi kami mohon bantuannya bepada Bapak Gubernur dapat berkoordinasi dengan Pihak BPJS Ketenagakerjaan Wilayah Jawa Tengah dan BPJS Ketenagakerjaan Pusat untuk membantu agar Jaminan kematian kecelakaan atas nama adik saya agar segera dapat segera dicairkan sebab itu adalah hak ahli waris dan adik saya meninggal juga saat masih menjadi peserta BPJS Ketenagajerjaan. Terimakasih pak Gubernur.","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"LAPOR Assalamualaikum,,lapor pak gub perbaikan jalan provinsi di desa Pengasinan kel. Sridadi Kec. Sirampog Kab. Brebes menggunakan material dengan kualitas yang sangat buruk. urugan yang digunakan untuk jalan yang amblas/longsor dengan kedalaman 1,5 meter fan panjang +- 30 meter dengan tanah gunung bukan sirtu.dan pasir untuk cor baik jalan dan pancang menggunakan pasir dari sungai tadah hujan.mohon untuk ditinjau.wassalamualaikum","Selesai","DINAS PEKERJAAN UMUM BINA MARGA CIPTA KARYA"
"LAPOR GUB Tinggi jalan dari sungai 16m sedangkan rencana pembuatan pancang ditepi jln yg longsor di pengasinan sirampog cuma 12m itupun kalau tidak kena batu mesin bornya , kalau ada batu maka dalamnya sedapatnya sedangkan tanah liat yg ada di lokasi tersebut menurut peneliti ahli tanah dari pemerintah pusat sampe 14m dalamnya , sedangkan tanah antara sungai sampe jln provinsi yg berjarak 200m dipengasinan sirampog brebes berjenis tanah liat dan selalu bergerak kalau musim hujan datang, nah kalau pancang itu cuma dg kedalaman 12m berarti masih numpang diatas tanah liat otomatis pancangpun kalau musim hujam ikut bergerak , usul saya: tinggi jalan dari sungai 16m, dari sungai sampe jalan 200m dan tanahnya berjenis lempung (tanah liat ) harus pancang minimal dibuat dg kedalaman 17 s/d 20m biar bertahap tapi jadi manfaat , karna info yg aku dengar pancang akan dibuat 10titik, jadikan 5titik","Selesai","DINAS PEKERJAAN UMUM BINA MARGA CIPTA KARYA"
"saya warga desa cikandang kec. kersana - brebes.... dulu di desa kami (th.2013) ada tahap 2 pembuatan e-ktp , tapi sampai saat ini e-ktp tersebut belum juga jadi... terus saudara saya juga pernah bikin KK melalui salah satu petugas desa dengan membayar sebesar Rp. 150.000, tapi setelah jadi ternyata ada kesalahan dalam pengisian tanggal lahir, lalu dibawa lagi ke balai desa, sehari kemudian dikembalikan lagi, katanya udah dibenerin, tapi ternyata cuman ditutup aja kolom yang salahnya lalu ditempelin tanggal lahir yang sebenernya. dan ternyata KK tersebut tidak dapat digunakan untuk membuat pasport karena datanya masih salah di tanggal lahirnya..... Gimana tuch pak kalo seperti itu ? dimana tanggung jawabnya ? uang diterima tapi kerjaan gak becus .....","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"Asalamualaikum Maaf pa sya dulu buat ktp hilag trus buat lagi tapi nik tidak muncul d data sya merantau d jakarta untuk ngurus npwp bpjs dll tidak bisa tolong d bantu pa saya tingal di pakijangan bulakamba brebes","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"tolong perbaikan pelayanan E KTP ke. brebes , saya dari dlu buat E KTP belum pernah jadi. sampai sekarang saya memakai KTP sementara. setiap pembuatan KTP kartu tidak penah terlayani dengan alasan blanko kartu yang belum ada.","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"tolong perbaikan pelayanan E KTP ke. brebes , saya dari dlu buat E KTP belum pernah jadi. sampai sekarang saya memakai KTP sementara. setiap pembuatan KTP kartu tidak penah terlayani dengan alasan blanko kartu yang belum ada.","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"Selamat Siang Pak Gub dan Staff, pada tanggal 07 September 2016, Pukul 08:25:14 saya baru saja membayar Pajak Tahunan dan 5 Tahunan (ganti Plat Nomor) Kendaraan roda 2. didalam rincian pembayaran dituliskan sebagai berikut : PKB : 172.500, SWDKLLJ : 35.000, ADM STNK : 50.000, ADM TNKB : 30.000, Dengan Total Tagihan adalah Sebesar : RP 287.500,- Namun, dikarenakan saya membeli motor tersebut second, dan tidak ada KTP Pemilik Asal pada saat membayar Pajak, saya ditagih bayaran sebesar RP 390.000,- dan ketika ditanyakan, mereka menjawab : ""memang seperti ini kalau tidak bisa menunjukan KTP ASLI"". yang menjadi pertanyaan saya, Apakah memang ada peraturan terbaru dari Pemprov Jateng / UU yang mengatur apabila tidak ada KTP ASLI PEMILIK MOTOR AKAN DIKENAKAN BIAYA TAMBAHAN Rp 100.000??? Dikarenakan tidak hanya saya yang membayar tanpa adanya KTP pada setiap harinya, dan apabila diakumulasi, mungkin bisa berjuta2 uang yang belum jelas tersebut. Mohon penjelasan dari staff yang terhormat. Kami mencoba taat bayar pajak, menyempatkan waktu untuk sekedar melaksanakan kewajiban sebagai warga jawa tengah, agar pembangunan infrastruktur dan pelayanan publik yang lebih baik lagi kedepannya. FYI, Saat ini saya kuliah jurnalisme di salah satu perguruan tinggi kedinasan di jogja. bisa saja saya sebarkan berita ini di media massa, namun alangkah lebih baiknya apabila saya konfirmasi terhadap dinas terkait di Pemprov JATENG tercinta ini, agar lebih jelas lagi. PEMBAYARAN DILAKUKAN DI SAMSAT CAPEM BUMIAYU. Apabila dengan laporan ini, anda menyuruh saya untuk menyelidiknya / gontok2.an sendiri dengan pekerja di SAMSAT, alangkah baiknya Situs Lapor Gub, dan SMS Gub di tutup saja!!! Mohon Follow Upnya, Terimakasih, MUHAMMAD FAIZ ABDILLAH, Jl. KH. Rosul, No.12 Rt.02, Rw.03, Desa Kalierang, Kec. Bumiayu, Kab. Brebes / sertar.faiz@gmail.com","Selesai","BADAN PENGELOLA PENDAPATAN DAERAH"
"Pak, saya sedang buat KTP di Kabupaten Brebes hampir 2 bulan belum jadi. Kok bisa?","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"Lapor: Bapak Gubernur YTH: Pelayanan pembuatan E KTP dan Administrasi kependudukan lainnya di kec. Losari Kabupaten Brebes Jateng di persulit dengan alasan komputer error atau blangko habis, dari tanggal 13-10-2016 mau buat E kTP kata petugasnya komputer error dan di suruh datang kembali pada hari senin 17-10-2016 tapi lagi2 dengan alasan yang sama komputer error, belum lagi di pungli untuk pembuatan surat pengantar dari desanya, padahal pembuatan E KTP sudah tidak perlu lagi surat pengantar, berikut sumbernya: http://setkab.go.id/tidak-perlu-surat-rt-rw-kini-mengurus-e-ktp-dan-akta-kelahiran-cukup-fotokopi-kartu-keluarga/ saya mohon janganlah masyarakat di persulit atau dibuat sulit walaupun persyaratan sudah lengkap yang pada akhirnya mengarahkan masyarakat untuk dibuatkan lewat calo di desa, mohon kepada pihak terkait agar di follow up dan jika perlu di sidak pak di tiap tiap desa dan kecamatan mengingat kami masyarakat mau tertib administrasi, dan jangan di persulit, belum lagi jika rumah kami jauh dari kecamatan, kebayang susah, menguras waktu dan tenaga, kami masyarakat yang mau berubah untuk tertib administrasi kependudukan dan tidak mendukung calo dan pungli. terimakasih. SALAM REVOLUSI MENTAL","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"Yth Gubernur jateng, Pembuatan/perekaman E KTP di kec. Losari kab. Brebes, sangat di persulit padahal aturan sekarang cukup membawa copy KK saja, saya sangat kecewa dan merasa di permainkan oleh petugas kecamatan karena sudah 5x bolak balik dengan alasan yg sama komputernya lagi error, padahal sy lihat orang yg dibawa oleh perangkat desa bisa langsung perekaman, apakah ini cara di kecamatan sengaja di persulit dengan alasan error supaya masyarakat pada akhirnya di suruh mengurus lewat calo di desa? Dengan tarif 50-75rb, Ini yang sy alami pak, sekiranya bapak gubernur bisa melihat keadaan ini. Semoga program presiden untuk memberantas pungli bisa menyentuh kalangan dari bawah. Terimakasih pak","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"Mohon verifikasinya Pak, Saya kemarin perpanjang stnk 5 tahunan (ganti plat) saat cek fisik di SAMSAT Brebes (di Pantura), ko saya diminta bayar 30 ribu rupiah, apa untuk pengganti sticker cek fisik ya? sayangnya saya ga ada bukti rekaman atau video untuk memperjelas. Mohon konfirmasinya. Terima kasih.","Selesai","BADAN PENGELOLA PENDAPATAN DAERAH"
"Kpd pihak yg terkait. Mohon di tertibkan pembuatan KTP di daerah brebes.... bnyk sekali pungli oleh oknum2. Saya merasa bingung sejak bulan agustus 2016 smp skrg KTP saya belum jadi2 juga. Sedangkan temen saya bikin bulan september lgsg jadi hari itu juga dgn biaya 100rb. Sedangkan saya dgn biaya 30rb. Tolong di tindak lanjutkan. Saya sudah muak harus bolak balik dr jkt ke brebes","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"Pak bupati brebes. Tolong untuk pembuatan KTP di selidiki. Bnyk oknum pegawai yg pungli. Saya membuat KTP dr bulan agustus sampe skrg blm jadi. Sedangkan 2teman saya bikin KTP bulan september dlm wkt 1hr lgsg jadi dgn tarif 100rb. Sedangkan saya tarif nya 30rb. Kl kyk gt terus saya mending pilih yg 100rb ketimbang 30rb tp gak jelas kapan jadi nya.","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"Lapor pak saya dari brebes. Pd tgl 28 desember 2016 saya mutasi sepeda motor pada kwitansi rincian penbayaran 178rb tp di rincian stnk beda menjadi RP. 242.400 Dan ada sanksi adm... katanya bebas denda.","Selesai","BADAN PENGELOLA PENDAPATAN DAERAH"
"jalan sepanjang kota bumiayu sudah mulai rusak parah, kata orang-orang belum pernah ada perbaikan total, hanya di tambal sulam saja. tolong minta perhatiannya","Selesai","DINAS PEKERJAAN UMUM BINA MARGA CIPTA KARYA"
"KTP ELEKTRONIK HILANG, SUDAH MINTA SURAT PENGANTAR DESA DAN SURAT KEHILANGAN KEPOLISIAN. DARI SEPTEMBER 2016 LAPOR KECAMATAN BULAKAMBA KAB. BREBES KATANYA BLANKO ABIS LALU DISURUH KE DISDUKCAPIL BREBES JAWABANYA BLANKO ABIS, PADAHAL SAYA MINTA SEKEDAR SURAT KTP SEMENTARA UNTUK KEPERLUAN ADMINISTRASI BANK DLL. DIJAWAB DG KETUS DAN MARAH BLANKO ABIS DAN PRINTER RUSAK JD G BISA CETAK YG PARAH RUSAK SAMPAI LAPORAN DIBUAT. PADAHAL YG BLM EKTP KATANYA TDK BISA IKUT PILKADA. DAN BLANKO BARU ADA SEKITAR BULAN MEI. TOLONG FOLLOW UP PAK. KARENA SUARA SAYA UNTUK ANDA WAKTU ITU.","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"Jalan rusak dan berlubang dibawah jembatan tol pejagan.mohon segera di perbaiki","Selesai","DINAS PEKERJAAN UMUM BINA MARGA CIPTA KARYA"
"Assalamualaikum.. Pak Gubernur yang saya hormati Rumah saya sekarang kebanjiran... Genangan air mencapai 40 cm saat ini. Alamat di jl. Cempaka no 35 RT02/RW04 Losari Kidul, Losari, Brebes. Tepat 50 meter perbatasan Cirebon Jawa Barat. Tepat berada di pantura Sudah hampir 7 tahun warga RT2-3 RW 4, kalau hujan lebat pasti rumah kemasukan air karena banjir. Pihak balai desa belum pernah ada solusi untuk warga seperti kami dari kepala terdahulu hingga yg baru. Kami selalu sewa mesin sedot air (sawah) untuk menyedot air dipemukiman kami. Selalu begitu dan begitu. Itu hanya karena hujan belum lagi jika air Sungai cisanggarung (perbatasan jabar-jateng) meluap, seperti tahun 2013 warga RT2-3 mengungsi ke kantor kacamatan karena banjir mencapai hampir 1 meter Mohon solusi pak gubernur. Sekiranya bapak bersedia untuk meninjau ke lokasi langsung. ""Daerah perbatasan kan cerminan suatu provinsi"" Terima kasih pak Wassalamualaikum..","Selesai","DINAS PEKERJAAN UMUM SUMBER DAYA AIR DAN PENATAAN RUANG"
"Assalamualaikum.. Pak Gubernur yang saya hormati Rumah saya sekarang kebanjiran... Genangan air mencapai 40 cm saat ini. Alamat di jl. Cempaka no 35 RT02/RW04 Losari Kidul, Losari, Brebes. Tepat 50 meter perbatasan Cirebon Jawa Barat. Tepat berada di pantura Sudah hampir 7 tahun warga RT2-3 RW 4, kalau hujan lebat pasti rumah kemasukan air karena banjir. Pihak balai desa belum pernah ada solusi untuk warga seperti kami dari kepala terdahulu hingga yg baru. Kami selalu sewa mesin sedot air (sawah) untuk menyedot air dipemukiman kami. Selalu begitu dan begitu. Itu hanya karena hujan belum lagi jika air Sungai cisanggarung (perbatasan jabar-jateng) meluap, seperti tahun 2013 warga RT2-3 mengungsi ke kantor kacamatan karena banjir mencapai hampir 1 meter Mohon solusi pak gubernur. Sekiranya bapak bersedia untuk meninjau ke lokasi langsung. ""Daerah perbatasan kan cerminan suatu provinsi"" Terima kasih pak Wassalamualaikum..","Selesai","DINAS PEKERJAAN UMUM SUMBER DAYA AIR DAN PENATAAN RUANG"
"assalamualaikum wr wb pak gubernur yg terhormat mohon pengurusan e-ktp di kab.Brebes dipercepat soalnya sekarang urus.apa2 harus pakai. e-ktp sedangkan e-ktp sampai skrg blom jadi","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"LAPOR masalah mengenai pajak motor saya dengan plat nomor G-4307-EJ sudah selesai. telah diklarifikasi dengan bapak ridho dan bapak ta.at dari samsat capem bumiayu, ada kesalahan pembayaran dan sudah dikembalikan. terimakasih atas follow upnya yang sangat bagus! semoga semakin sukses ke depannya untuk pemprov jateng dan jajarannya. Faiz","Selesai","BADAN PENGELOLA PENDAPATAN DAERAH"
"LAPOR tolong untuk jalan pantura tepatnya di jembatan setelah brebes (area tanjung) trdapat lubangan yg besar.mohon untuk diperhatikan,karena banyak trjadi kecelakaan.terimakasih. .","Selesai","DINAS PEKERJAAN UMUM BINA MARGA CIPTA KARYA"
"LAPOR jalan rusak parah di ruas jalan tonjong kab.brebes sampai ke klonengan prupuk. Mohon segera di perbaiki. Karna dengan kondisi jalan rusak, arus lalin tersendat dan kadang menyebabkan kemacetan panjang.","Selesai","DINAS PEKERJAAN UMUM BINA MARGA CIPTA KARYA"
"LAPOR Kepada yth. Bp ganjar, saya mau lapor mewakili adik saya. Mohon di sidak pak pelayanan kecamatan larangan brebes jawa tengah, pelayanannya mengecewakan trus banyak calonya mohon di tindak, adik saya rugi pak buat perekaman ktp saja waktu sehari saja tidak cukup pdhl dia hrus p/p ke jakarta izin saja sudah di potong gaji tapi hasilnya nihil pak. Mohon di tindak pak bawahannya","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"Assalamualaikum Pak Gubernur, saya warga Kel. Mlayang Kec. Sirampog Kab. Brerbes didaerah saya inprastruktur desa telah rusak parah jalan dan irigasi rusak parah tapi tidak ada penanganan sama sekali dari pihak aparat desa, kadang ada perbaikan jalan dan irigasi masih swadaya masyarakat karena sering terjadi kecelakaan, yang mau saya tanyakan apakah dana desa sudah bergulir apa belum karena sampai saat ini di kelurahan mlayang tidak ada kegiatan pembangunan sama sekali mohon perhatiannya. Terima kasih","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"Selamat pagi pak gubernur, maaf saya mau tanya pembuatan KTP elektronik di wilayah banjarharjo Kabupaten Brebes kenapa belum jadi padahal sudah hampir 1 tahun. Terima kasih","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"SUGENG NDALU PK GANJAR . . MAU MMBERI TAUKA PAK GUB JLAN BUMIAYU SALEM SUDAH BANYAK LOBANG . KAB BREBES .","Selesai","DINAS PEKERJAAN UMUM BINA MARGA CIPTA KARYA"
